publisher,metric,count
"Journal of Neurology, Neurosurgery & Psychiatry",FsF-R1.3-02D,12
American Physical Society,FsF-F3-01M,112
American Physical Society,FsF-A1-01M,112
American Physical Society,FsF-A1-03D,112
American Physical Society,FsF-I3-01M,56
American Physical Society,FsF-R1.1-01M,112
American Physical Society,FsF-R1.3-02D,112
Physical Review B,FsF-F3-01M,19
Physical Review B,FsF-A1-01M,19
Physical Review B,FsF-A1-03D,19
Physical Review B,FsF-I3-01M,8
Physical Review B,FsF-R1.1-01M,19
Physical Review B,FsF-R1.3-02D,19
FEBS Press,FsF-F3-01M,24
FEBS Press,FsF-A1-01M,24
FEBS Press,FsF-A1-03D,24
FEBS Press,FsF-I3-01M,16
FEBS Press,FsF-R1.1-01M,24
FEBS Press,FsF-R1.3-02D,24
American Association of Neurological Surgeons,FsF-F3-01M,1
American Association of Neurological Surgeons,FsF-A1-01M,1
American Association of Neurological Surgeons,FsF-A1-03D,1
American Association of Neurological Surgeons,FsF-I3-01M,1
American Association of Neurological Surgeons,FsF-R1.1-01M,1
American Association of Neurological Surgeons,FsF-R1.3-02D,1
pediatrics,FsF-F3-01M,1
pediatrics,FsF-A1-01M,1
pediatrics,FsF-A1-03D,1
pediatrics,FsF-I3-01M,1
pediatrics,FsF-R1.1-01M,1
pediatrics,FsF-R1.3-02D,1
"eLife Sciences Publications, Ltd",FsF-F3-01M,42
"eLife Sciences Publications, Ltd",FsF-A1-03D,42
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,42
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,42
eLife Sciences Publications Limited,FsF-F3-01M,14
eLife Sciences Publications Limited,FsF-A1-03D,14
eLife Sciences Publications Limited,FsF-R1.1-01M,14
eLife Sciences Publications Limited,FsF-R1.3-02D,14
eLife,FsF-F3-01M,14
eLife,FsF-A1-03D,14
eLife,FsF-R1.1-01M,14
eLife,FsF-R1.3-02D,14
Gabler Verlag,FsF-F3-01M,38
Gabler Verlag,FsF-A1-01M,36
Gabler Verlag,FsF-A1-03D,38
Gabler Verlag,FsF-R1.1-01M,38
Gabler Verlag,FsF-R1.3-02D,38
Society for Neuroscience,FsF-F3-01M,128
Society for Neuroscience,FsF-A1-03D,128
Society for Neuroscience,FsF-R1.1-01M,128
Society for Neuroscience,FsF-R1.3-02D,128
Journal of Neuroscience,FsF-F3-01M,34
Journal of Neuroscience,FsF-A1-03D,34
Journal of Neuroscience,FsF-R1.1-01M,34
Journal of Neuroscience,FsF-R1.3-02D,34
Cambridge University Press,FsF-F3-01M,56
Cambridge University Press,FsF-A1-01M,56
Cambridge University Press,FsF-A1-03D,56
Cambridge University Press,FsF-R1.1-01M,56
Cambridge University Press,FsF-R1.3-02D,56
Cambridge University Press,FsF-I3-01M,6
Cambridge Core,FsF-F3-01M,44
Cambridge Core,FsF-A1-01M,44
Cambridge Core,FsF-A1-03D,44
Cambridge Core,FsF-R1.1-01M,44
Cambridge Core,FsF-R1.3-02D,44
Cambridge Core,FsF-I3-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-F3-01M,9
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-01M,9
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-03D,9
© Georg Thieme Verlag Stuttgart · New York,FsF-I3-01M,5
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.1-01M,9
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.3-02D,9
World Scientific Publishing Company,FsF-F3-01M,4
World Scientific Publishing Company,FsF-A1-01M,4
World Scientific Publishing Company,FsF-A1-03D,4
World Scientific Publishing Company,FsF-R1.1-01M,4
World Scientific Publishing Company,FsF-R1.3-02D,4
World Scientific Publishing,FsF-F3-01M,4
World Scientific Publishing,FsF-A1-01M,4
World Scientific Publishing,FsF-A1-03D,4
World Scientific Publishing,FsF-R1.1-01M,4
World Scientific Publishing,FsF-R1.3-02D,4
S. Karger AG,FsF-F3-01M,88
S. Karger AG,FsF-A1-01M,88
S. Karger AG,FsF-A1-03D,88
S. Karger AG,FsF-R1.1-01M,88
S. Karger AG,FsF-R1.3-02D,88
S. Karger AG,FsF-F4-01M,2
S. Karger AG,FsF-R1-01MD,2
Karger Publishers,FsF-F3-01M,40
Karger Publishers,FsF-A1-01M,40
Karger Publishers,FsF-A1-03D,40
Karger Publishers,FsF-R1.1-01M,40
Karger Publishers,FsF-R1.3-02D,40
IMR Press,FsF-F3-01M,10
IMR Press,FsF-A1-01M,10
IMR Press,FsF-A1-03D,10
IMR Press,FsF-R1.1-01M,10
IMR Press,FsF-R1.3-02D,10
Springer Vienna,FsF-F3-01M,23
Springer Vienna,FsF-A1-03D,23
Springer Vienna,FsF-R1.3-02D,23
Springer Vienna,FsF-R1.1-01M,21
Springer Vienna,FsF-A1-01M,3
Arteriosclerosis and Thrombosis: A Journal of Vascular Biology,FsF-F3-01M,3
Arteriosclerosis and Thrombosis: A Journal of Vascular Biology,FsF-A1-03D,3
Arteriosclerosis and Thrombosis: A Journal of Vascular Biology,FsF-R1.1-01M,3
Arteriosclerosis and Thrombosis: A Journal of Vascular Biology,FsF-R1.3-02D,3
Hindawi Limited,FsF-F3-01M,18
Hindawi Limited,FsF-A1-01M,18
Hindawi Limited,FsF-A1-03D,18
Hindawi Limited,FsF-R1.1-01M,18
Hindawi Limited,FsF-R1.3-02D,18
Hindawi Limited,FsF-F4-01M,6
Hindawi Limited,FsF-R1-01MD,6
Radiological Society of North America,FsF-F3-01M,10
Radiological Society of North America,FsF-A1-03D,10
Radiological Society of North America,FsF-R1.1-01M,10
Radiological Society of North America,FsF-R1.3-02D,10
Radiological Society of North America,FsF-A1-01M,7
Radiology,FsF-F3-01M,17
Radiology,FsF-A1-03D,17
Radiology,FsF-R1.1-01M,17
Radiology,FsF-R1.3-02D,17
Radiology,FsF-A1-01M,12
IEEE,FsF-F3-01M,18
IEEE,FsF-F4-01M,18
IEEE,FsF-A1-01M,18
IEEE,FsF-A1-03D,18
IEEE,FsF-I3-01M,18
IEEE,FsF-R1-01MD,18
IEEE,FsF-R1.1-01M,18
IEEE,FsF-R1.3-02D,18
JAMA Network,FsF-F3-01M,15
JAMA Network,FsF-A1-01M,15
JAMA Network,FsF-A1-03D,15
JAMA Network,FsF-R1.1-01M,15
JAMA Network,FsF-R1.3-02D,15
American Medical Association,FsF-F3-01M,15
American Medical Association,FsF-A1-01M,15
American Medical Association,FsF-A1-03D,15
American Medical Association,FsF-R1.1-01M,15
American Medical Association,FsF-R1.3-02D,15
American Medical Association (AMA),FsF-F3-01M,22
American Medical Association (AMA),FsF-A1-01M,22
American Medical Association (AMA),FsF-A1-03D,22
American Medical Association (AMA),FsF-R1.1-01M,22
American Medical Association (AMA),FsF-R1.3-02D,22
American Medical Association (AMA),FsF-F4-01M,7
American Medical Association (AMA),FsF-R1-01MD,7
© Georg Thieme Verlag KG Stuttgart · New York,FsF-F3-01M,9
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-01M,9
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-03D,9
© Georg Thieme Verlag KG Stuttgart · New York,FsF-I3-01M,6
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.1-01M,9
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.3-02D,9
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1-01MD,1
"Springer Gabler, Berlin, Heidelberg",FsF-F3-01M,2
"Springer Gabler, Berlin, Heidelberg",FsF-A1-01M,2
"Springer Gabler, Berlin, Heidelberg",FsF-A1-03D,2
"Springer Gabler, Berlin, Heidelberg",FsF-R1.1-01M,2
"Springer Gabler, Berlin, Heidelberg",FsF-R1.3-02D,2
Informa UK Limited,FsF-F3-01M,79
Informa UK Limited,FsF-F4-01M,71
Informa UK Limited,FsF-A1-01M,73
Informa UK Limited,FsF-A1-03D,79
Informa UK Limited,FsF-R1-01MD,73
Informa UK Limited,FsF-R1.1-01M,79
Informa UK Limited,FsF-R1.3-02D,79
American Society of Clinical Oncology,FsF-F3-01M,10
American Society of Clinical Oncology,FsF-A1-03D,10
American Society of Clinical Oncology,FsF-R1.1-01M,10
American Society of Clinical Oncology,FsF-R1.3-02D,10
Journal of Clinical Oncology,FsF-F3-01M,12
Journal of Clinical Oncology,FsF-A1-03D,12
Journal of Clinical Oncology,FsF-R1.1-01M,12
Journal of Clinical Oncology,FsF-R1.3-02D,12
American Society of Clinical Oncology (ASCO),FsF-F3-01M,20
American Society of Clinical Oncology (ASCO),FsF-A1-03D,20
American Society of Clinical Oncology (ASCO),FsF-R1.1-01M,20
American Society of Clinical Oncology (ASCO),FsF-R1.3-02D,20
American Society of Clinical Oncology (ASCO),FsF-F4-01M,8
American Society of Clinical Oncology (ASCO),FsF-A1-01M,8
American Society of Clinical Oncology (ASCO),FsF-R1-01MD,8
Elsevier,FsF-F3-01M,25
Elsevier,FsF-F4-01M,25
Elsevier,FsF-A1-01M,25
Elsevier,FsF-A1-03D,25
Elsevier,FsF-R1-01MD,25
Elsevier,FsF-R1.1-01M,25
Elsevier,FsF-R1.3-02D,25
Cambridge University Press (CUP),FsF-F3-01M,31
Cambridge University Press (CUP),FsF-A1-01M,31
Cambridge University Press (CUP),FsF-A1-03D,31
Cambridge University Press (CUP),FsF-R1.1-01M,31
Cambridge University Press (CUP),FsF-R1.3-02D,31
Cambridge University Press (CUP),FsF-F4-01M,1
Cambridge University Press (CUP),FsF-R1-01MD,1
Frontiers Media SA,FsF-F3-01M,48
Frontiers Media SA,FsF-A1-01M,48
Frontiers Media SA,FsF-A1-03D,48
Frontiers Media SA,FsF-R1.1-01M,48
Frontiers Media SA,FsF-R1.3-02D,48
Frontiers Media SA,FsF-F4-01M,2
Frontiers Media SA,FsF-R1-01MD,2
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-F3-01M,4
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-A1-03D,4
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-R1.3-02D,4
Beilstein-Institut,FsF-F3-01M,8
Beilstein-Institut,FsF-A1-03D,8
Beilstein-Institut,FsF-R1.3-02D,8
Baishideng Publishing Group Inc.,FsF-F3-01M,8
Baishideng Publishing Group Inc.,FsF-A1-01M,8
Baishideng Publishing Group Inc.,FsF-A1-03D,8
Baishideng Publishing Group Inc.,FsF-R1.1-01M,8
Baishideng Publishing Group Inc.,FsF-R1.3-02D,8
Physical Review C,FsF-F3-01M,11
Physical Review C,FsF-A1-01M,11
Physical Review C,FsF-A1-03D,11
Physical Review C,FsF-R1.1-01M,11
Physical Review C,FsF-R1.3-02D,11
Physical Review C,FsF-I3-01M,8
Antimicrobial Agents and Chemotherapy,FsF-F3-01M,4
Antimicrobial Agents and Chemotherapy,FsF-A1-03D,4
Antimicrobial Agents and Chemotherapy,FsF-R1.1-01M,4
Antimicrobial Agents and Chemotherapy,FsF-R1.3-02D,4
"Sage PublicationsSage UK: London, England",FsF-F3-01M,1
"Sage PublicationsSage UK: London, England",FsF-A1-01M,1
"Sage PublicationsSage UK: London, England",FsF-A1-03D,1
"Sage PublicationsSage UK: London, England",FsF-R1.1-01M,1
"Sage PublicationsSage UK: London, England",FsF-R1.3-02D,1
Steinkopff Verlag,FsF-F3-01M,10
Steinkopff Verlag,FsF-A1-03D,10
Steinkopff Verlag,FsF-R1.1-01M,10
Steinkopff Verlag,FsF-R1.3-02D,10
utb GmbH,FsF-F3-01M,7
utb GmbH,FsF-F4-01M,3
utb GmbH,FsF-A1-01M,7
utb GmbH,FsF-A1-03D,7
utb GmbH,FsF-R1-01MD,3
utb GmbH,FsF-R1.1-01M,7
utb GmbH,FsF-R1.3-02D,7
Gut,FsF-F3-01M,4
Gut,FsF-A1-03D,4
Gut,FsF-R1.1-01M,4
Gut,FsF-R1.3-02D,4
Portland Press,FsF-F3-01M,28
Portland Press,FsF-A1-01M,28
Portland Press,FsF-A1-03D,28
Portland Press,FsF-R1.1-01M,28
Portland Press,FsF-R1.3-02D,28
Applied and Environmental Microbiology,FsF-F3-01M,25
Applied and Environmental Microbiology,FsF-A1-03D,25
Applied and Environmental Microbiology,FsF-R1.1-01M,25
Applied and Environmental Microbiology,FsF-R1.3-02D,25
Applied and Environmental Microbiology,FsF-A1-01M,2
Physical Review Letters,FsF-F3-01M,63
Physical Review Letters,FsF-A1-01M,63
Physical Review Letters,FsF-A1-03D,63
Physical Review Letters,FsF-R1.1-01M,63
Physical Review Letters,FsF-R1.3-02D,63
Physical Review Letters,FsF-I3-01M,30
"Springer, Cham",FsF-F3-01M,13
"Springer, Cham",FsF-A1-01M,9
"Springer, Cham",FsF-A1-03D,13
"Springer, Cham",FsF-R1.1-01M,13
"Springer, Cham",FsF-R1.3-02D,13
American Society for Cell Biology,FsF-F3-01M,3
American Society for Cell Biology,FsF-A1-03D,3
American Society for Cell Biology,FsF-R1.1-01M,3
American Society for Cell Biology,FsF-R1.3-02D,3
Molecular Biology of the Cell,FsF-F3-01M,7
Molecular Biology of the Cell,FsF-A1-03D,7
Molecular Biology of the Cell,FsF-R1.1-01M,7
Molecular Biology of the Cell,FsF-R1.3-02D,7
American Society for Cell Biology (ASCB),FsF-F3-01M,5
American Society for Cell Biology (ASCB),FsF-A1-03D,5
American Society for Cell Biology (ASCB),FsF-R1.1-01M,5
American Society for Cell Biology (ASCB),FsF-R1.3-02D,5
American Society for Cell Biology (ASCB),FsF-F4-01M,1
American Society for Cell Biology (ASCB),FsF-A1-01M,1
American Society for Cell Biology (ASCB),FsF-R1-01MD,1
Forum Multimedia Publishing LLC,FsF-F3-01M,1
Forum Multimedia Publishing LLC,FsF-F4-01M,1
Forum Multimedia Publishing LLC,FsF-A1-01M,1
Forum Multimedia Publishing LLC,FsF-A1-03D,1
Forum Multimedia Publishing LLC,FsF-I3-01M,1
Forum Multimedia Publishing LLC,FsF-R1-01MD,1
Forum Multimedia Publishing LLC,FsF-R1.1-01M,1
Forum Multimedia Publishing LLC,FsF-R1.3-02D,1
ACM Computing Surveys,FsF-F3-01M,1
ACM Computing Surveys,FsF-A1-01M,1
ACM Computing Surveys,FsF-A1-03D,1
ACM Computing Surveys,FsF-R1.1-01M,1
ACM Computing Surveys,FsF-R1.3-02D,1
Neurology,FsF-F3-01M,11
Neurology,FsF-A1-01M,11
Neurology,FsF-A1-03D,11
Neurology,FsF-R1.1-01M,11
Neurology,FsF-R1.3-02D,11
Kluwer Academic Publishers-Plenum Publishers,FsF-F3-01M,12
Kluwer Academic Publishers-Plenum Publishers,FsF-A1-03D,12
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.1-01M,12
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.3-02D,12
American Meteorological Society,FsF-F3-01M,1
American Meteorological Society,FsF-A1-01M,1
American Meteorological Society,FsF-A1-03D,1
American Meteorological Society,FsF-I3-01M,1
American Meteorological Society,FsF-R1.1-01M,1
American Meteorological Society,FsF-R1.3-02D,1
AMETSOC,FsF-F3-01M,1
AMETSOC,FsF-A1-01M,1
AMETSOC,FsF-A1-03D,1
AMETSOC,FsF-I3-01M,1
AMETSOC,FsF-R1.1-01M,1
AMETSOC,FsF-R1.3-02D,1
Institute of Electrical and Electronics Engineers (IEEE),FsF-F3-01M,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-F4-01M,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-01M,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-03D,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1-01MD,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.1-01M,32
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.3-02D,32
INFORMS,FsF-F3-01M,1
INFORMS,FsF-A1-03D,1
INFORMS,FsF-R1-01MD,1
INFORMS,FsF-R1.1-01M,1
INFORMS,FsF-R1.3-02D,1
Society for Industrial & Applied Mathematics (SIAM),FsF-F3-01M,5
Society for Industrial & Applied Mathematics (SIAM),FsF-F4-01M,1
Society for Industrial & Applied Mathematics (SIAM),FsF-A1-01M,1
Society for Industrial & Applied Mathematics (SIAM),FsF-A1-03D,5
Society for Industrial & Applied Mathematics (SIAM),FsF-R1-01MD,1
Society for Industrial & Applied Mathematics (SIAM),FsF-R1.1-01M,5
Society for Industrial & Applied Mathematics (SIAM),FsF-R1.3-02D,5
Cold Spring Harbor Laboratory Press,FsF-F3-01M,16
Cold Spring Harbor Laboratory Press,FsF-A1-01M,16
Cold Spring Harbor Laboratory Press,FsF-A1-03D,16
Cold Spring Harbor Laboratory Press,FsF-I3-01M,6
Cold Spring Harbor Laboratory Press,FsF-R1.1-01M,16
Cold Spring Harbor Laboratory Press,FsF-R1.3-02D,16
Cold Spring Harbor Lab,FsF-F3-01M,14
Cold Spring Harbor Lab,FsF-A1-01M,14
Cold Spring Harbor Lab,FsF-A1-03D,14
Cold Spring Harbor Lab,FsF-I3-01M,6
Cold Spring Harbor Lab,FsF-R1.1-01M,14
Cold Spring Harbor Lab,FsF-R1.3-02D,14
Emerald,FsF-F3-01M,22
Emerald,FsF-A1-01M,22
Emerald,FsF-A1-03D,22
Emerald,FsF-R1.1-01M,22
Emerald,FsF-R1.3-02D,22
Massachusetts Medical Society,FsF-F3-01M,39
Massachusetts Medical Society,FsF-A1-03D,39
Massachusetts Medical Society,FsF-R1.1-01M,39
Massachusetts Medical Society,FsF-R1.3-02D,39
The New England Journal of Medicine,FsF-F3-01M,15
The New England Journal of Medicine,FsF-A1-03D,15
The New England Journal of Medicine,FsF-R1.1-01M,15
The New England Journal of Medicine,FsF-R1.3-02D,15
GeoScienceWorld,FsF-F3-01M,25
GeoScienceWorld,FsF-A1-01M,25
GeoScienceWorld,FsF-A1-03D,25
GeoScienceWorld,FsF-R1.1-01M,25
GeoScienceWorld,FsF-R1.3-02D,25
GeoScienceWorld,FsF-I1-01M,3
GeoScienceWorld,FsF-I2-01M,3
GeoScienceWorld,FsF-I3-01M,2
GeoScienceWorld,FsF-F4-01M,2
Lippincott Williams & Wilkins,FsF-F3-01M,54
Lippincott Williams & Wilkins,FsF-A1-03D,54
Lippincott Williams & Wilkins,FsF-R1.1-01M,54
Lippincott Williams & Wilkins,FsF-R1.3-02D,54
Lippincott Williams & Wilkins,FsF-A1-01M,37
Circulation,FsF-F3-01M,20
Circulation,FsF-A1-03D,20
Circulation,FsF-R1.1-01M,19
Circulation,FsF-R1.3-02D,20
Circulation,FsF-A1-01M,10
Springer Singapore,FsF-F3-01M,2
Springer Singapore,FsF-A1-03D,2
Springer Singapore,FsF-R1.3-02D,2
Stroke,FsF-F3-01M,30
Stroke,FsF-A1-03D,30
Stroke,FsF-R1.1-01M,30
Stroke,FsF-R1.3-02D,30
Stroke,FsF-A1-01M,13
Cold Spring Harbor Laboratory,FsF-F3-01M,27
Cold Spring Harbor Laboratory,FsF-A1-03D,27
Cold Spring Harbor Laboratory,FsF-R1.1-01M,27
Cold Spring Harbor Laboratory,FsF-R1.3-02D,27
Cold Spring Harbor Laboratory,FsF-A1-01M,15
Cold Spring Harbor Laboratory,FsF-F4-01M,1
Cold Spring Harbor Laboratory,FsF-R1-01MD,1
bioRxiv,FsF-F3-01M,3
bioRxiv,FsF-A1-03D,3
bioRxiv,FsF-R1.1-01M,3
bioRxiv,FsF-R1.3-02D,3
British Medical Journal Publishing Group,FsF-F3-01M,16
British Medical Journal Publishing Group,FsF-A1-03D,16
British Medical Journal Publishing Group,FsF-R1.1-01M,16
British Medical Journal Publishing Group,FsF-R1.3-02D,16
The BMJ,FsF-F3-01M,4
The BMJ,FsF-A1-03D,4
The BMJ,FsF-R1.1-01M,4
The BMJ,FsF-R1.3-02D,4
Science Translational Medicine,FsF-F3-01M,7
Science Translational Medicine,FsF-A1-03D,7
Science Translational Medicine,FsF-R1.1-01M,7
Science Translational Medicine,FsF-R1.3-02D,7
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-F3-01M,7
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-A1-03D,7
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-R1.1-01M,7
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-R1.3-02D,7
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-A1-01M,4
Big Data,FsF-F3-01M,1
Big Data,FsF-A1-03D,1
Big Data,FsF-R1.1-01M,1
Big Data,FsF-R1.3-02D,1
Dustri-Verlgag Dr. Karl Feistle,FsF-F3-01M,2
Dustri-Verlgag Dr. Karl Feistle,FsF-F4-01M,2
Dustri-Verlgag Dr. Karl Feistle,FsF-A1-01M,2
Dustri-Verlgag Dr. Karl Feistle,FsF-A1-03D,2
Dustri-Verlgag Dr. Karl Feistle,FsF-R1-01MD,2
Dustri-Verlgag Dr. Karl Feistle,FsF-R1.1-01M,2
Dustri-Verlgag Dr. Karl Feistle,FsF-R1.3-02D,2
Urban & Vogel München,FsF-F3-01M,2
Urban & Vogel München,FsF-A1-03D,2
Urban & Vogel München,FsF-R1.1-01M,2
Urban & Vogel München,FsF-R1.3-02D,2
"MJS Publishing, Medical Journals Sweden AB",FsF-F3-01M,6
"MJS Publishing, Medical Journals Sweden AB",FsF-A1-03D,6
"MJS Publishing, Medical Journals Sweden AB",FsF-R1.1-01M,6
"MJS Publishing, Medical Journals Sweden AB",FsF-R1.3-02D,6
"MJS Publishing, Medical Journals Sweden AB",FsF-F4-01M,2
"MJS Publishing, Medical Journals Sweden AB",FsF-A1-01M,2
"MJS Publishing, Medical Journals Sweden AB",FsF-R1-01MD,2
Wiley-Blackwell,FsF-F3-01M,5
Wiley-Blackwell,FsF-A1-03D,5
Wiley-Blackwell,FsF-R1.3-02D,5
https://www.zora.uzh.ch/id/org/ext-dfec3621c63b727aea32091d7bde7514,FsF-F3-01M,2
https://www.zora.uzh.ch/id/org/ext-dfec3621c63b727aea32091d7bde7514,FsF-A1-03D,2
https://www.zora.uzh.ch/id/org/ext-dfec3621c63b727aea32091d7bde7514,FsF-R1.3-02D,2
ShanghaiTech University and American Chemical Society,FsF-F3-01M,1
ShanghaiTech University and American Chemical Society,FsF-A1-03D,1
ShanghaiTech University and American Chemical Society,FsF-R1.1-01M,1
ShanghaiTech University and American Chemical Society,FsF-R1.3-02D,1
SP Gabler Verlag,FsF-F3-01M,4
SP Gabler Verlag,FsF-A1-03D,4
SP Gabler Verlag,FsF-R1.1-01M,4
SP Gabler Verlag,FsF-R1.3-02D,4
Emerging Infectious Diseases journal,FsF-F3-01M,4
Emerging Infectious Diseases journal,FsF-A1-01M,4
Emerging Infectious Diseases journal,FsF-A1-03D,4
Emerging Infectious Diseases journal,FsF-R1.1-01M,4
Emerging Infectious Diseases journal,FsF-R1.3-02D,4
Emerging Infectious Diseases journal,FsF-I3-01M,3
Centers for Disease Control and Prevention (CDC),FsF-F3-01M,2
Centers for Disease Control and Prevention (CDC),FsF-A1-01M,2
Centers for Disease Control and Prevention (CDC),FsF-A1-03D,2
Centers for Disease Control and Prevention (CDC),FsF-R1.1-01M,2
Centers for Disease Control and Prevention (CDC),FsF-R1.3-02D,2
American Roentgen Ray Society,FsF-F3-01M,13
American Roentgen Ray Society,FsF-A1-03D,13
American Roentgen Ray Society,FsF-R1.1-01M,13
American Roentgen Ray Society,FsF-R1.3-02D,13
American Roentgen Ray Society,FsF-F4-01M,1
American Roentgen Ray Society,FsF-A1-01M,1
American Roentgen Ray Society,FsF-R1-01MD,1
American Journal of Roentgenology,FsF-F3-01M,5
American Journal of Roentgenology,FsF-A1-03D,5
American Journal of Roentgenology,FsF-R1.1-01M,5
American Journal of Roentgenology,FsF-R1.3-02D,5
The R Foundation,FsF-F3-01M,2
The R Foundation,FsF-F4-01M,2
The R Foundation,FsF-A1-01M,2
The R Foundation,FsF-A1-03D,2
The R Foundation,FsF-R1-01MD,2
The R Foundation,FsF-R1.1-01M,2
The R Foundation,FsF-R1.3-02D,2
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-F3-01M,11
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-A1-01M,9
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-A1-03D,11
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-R1.1-01M,11
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-R1.3-02D,11
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-F3-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-A1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-A1-03D,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-I3-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-R1.1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and illustrations  published therein, is legally protected by copyright for the duration of the copyright period.  Any use, exploitation or commercialization outside the narrow limits set by copyright legislation,  without the publisher's consent, is illegal and liable to criminal prosecution. This applies in particular  to photostat reproduction, copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-R1.3-02D,1
Physical Review D,FsF-F3-01M,12
Physical Review D,FsF-A1-01M,12
Physical Review D,FsF-A1-03D,12
Physical Review D,FsF-I3-01M,5
Physical Review D,FsF-R1.1-01M,12
Physical Review D,FsF-R1.3-02D,12
MIT Press,FsF-F3-01M,25
MIT Press,FsF-A1-01M,25
MIT Press,FsF-A1-03D,25
MIT Press,FsF-R1.1-01M,25
MIT Press,FsF-R1.3-02D,25
The American Society for Cell Biology,FsF-F3-01M,4
The American Society for Cell Biology,FsF-A1-03D,4
The American Society for Cell Biology,FsF-R1.1-01M,4
